2025-09-20 18:28:03 - ROBOTY.main - INFO - Запуск приложения ROBOTY
2025-09-20 18:28:03 - ROBOTY.main - INFO - Применена тема: light
2025-09-20 18:28:03 - ROBOTY.main - INFO - Интерфейс инициализирован
2025-09-20 18:28:03 - ROBOTY.main - INFO - Приложение успешно запущено
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 6 в 101.00s, расстояние: 0.388, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 6 в 101.10s, расстояние: 0.485, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 101.50s, расстояние: 0.476, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 101.60s, расстояние: 0.452, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 101.70s, расстояние: 0.439, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 101.80s, расстояние: 0.461, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 101.80s, расстояние: 0.435, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 101.90s, расстояние: 0.355, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 101.90s, расстояние: 0.434, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.00s, расстояние: 0.253, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 102.00s, расстояние: 0.434, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.10s, расстояние: 0.193, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 102.10s, расстояние: 0.434, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.20s, расстояние: 0.146, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 102.20s, расстояние: 0.439, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 102.20s, расстояние: 0.496, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.30s, расстояние: 0.135, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 102.30s, расстояние: 0.459, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 102.30s, расстояние: 0.367, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.40s, расстояние: 0.137, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 6 в 102.40s, расстояние: 0.498, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 102.40s, расстояние: 0.238, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.50s, расстояние: 0.142, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 102.50s, расстояние: 0.110, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.60s, расстояние: 0.142, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 102.60s, расстояние: 0.030, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.70s, расстояние: 0.142, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 102.70s, расстояние: 0.093, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.80s, расстояние: 0.142, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 102.80s, расстояние: 0.153, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 102.90s, расстояние: 0.142, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 102.90s, расстояние: 0.181, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.00s, расстояние: 0.143, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.00s, расстояние: 0.196, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.10s, расстояние: 0.144, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.10s, расстояние: 0.196, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.20s, расстояние: 0.158, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.20s, расстояние: 0.196, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.30s, расстояние: 0.160, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.30s, расстояние: 0.205, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.40s, расстояние: 0.184, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.40s, расстояние: 0.215, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.50s, расстояние: 0.231, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.50s, расстояние: 0.251, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.60s, расстояние: 0.264, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.60s, расстояние: 0.294, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.70s, расстояние: 0.283, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.70s, расстояние: 0.355, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.80s, расстояние: 0.292, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.80s, расстояние: 0.410, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 103.90s, расстояние: 0.269, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 103.90s, расстояние: 0.448, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 104.00s, расстояние: 0.280, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 104.00s, расстояние: 0.472, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 104.10s, расстояние: 0.325, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 104.10s, расстояние: 0.489, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 104.20s, расстояние: 0.392, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 104.30s, расстояние: 0.472, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 104.80s, расстояние: 0.496, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 104.90s, расстояние: 0.489, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.00s, расстояние: 0.492, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.10s, расстояние: 0.495, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.20s, расстояние: 0.495, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.30s, расстояние: 0.495, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 10 в 105.40s, расстояние: 0.474, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.40s, расстояние: 0.495, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 10 в 105.50s, расстояние: 0.456, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.50s, расстояние: 0.495, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 10 в 105.60s, расстояние: 0.479, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.60s, расстояние: 0.495, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.70s, расстояние: 0.495, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.80s, расстояние: 0.476, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 105.90s, расстояние: 0.437, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 106.00s, расстояние: 0.361, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 106.10s, расстояние: 0.251, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 106.20s, расстояние: 0.120, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 106.20s, расстояние: 0.395, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 106.30s, расстояние: 0.109, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 106.30s, расстояние: 0.273, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 106.40s, расстояние: 0.266, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 106.40s, расстояние: 0.160, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 6 в 106.50s, расстояние: 0.441, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 106.50s, расстояние: 0.153, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 106.60s, расстояние: 0.299, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 8 и 10 в 106.70s, расстояние: 0.480, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 106.90s, расстояние: 0.492, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 107.00s, расстояние: 0.371, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 107.10s, расстояние: 0.255, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 107.20s, расстояние: 0.153, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 107.30s, расстояние: 0.118, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 107.40s, расстояние: 0.190, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 107.50s, расстояние: 0.300, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 107.60s, расстояние: 0.419, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 108.10s, расстояние: 0.478, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 108.20s, расстояние: 0.432, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 9 в 108.30s, расстояние: 0.499, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 108.30s, расстояние: 0.413, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 108.30s, расстояние: 0.438, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 9 в 108.40s, расстояние: 0.485, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 108.40s, расстояние: 0.412, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 108.40s, расстояние: 0.384, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 108.50s, расстояние: 0.441, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 9 в 108.50s, расстояние: 0.483, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 108.50s, расстояние: 0.421, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 108.50s, расстояние: 0.343, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 108.60s, расстояние: 0.341, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 108.60s, расстояние: 0.436, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 108.60s, расстояние: 0.327, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 108.70s, расстояние: 0.253, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 108.70s, расстояние: 0.464, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 108.70s, расстояние: 0.327, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 108.80s, расстояние: 0.188, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 108.80s, расстояние: 0.327, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 108.90s, расстояние: 0.180, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 108.90s, расстояние: 0.327, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.00s, расстояние: 0.218, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.00s, расстояние: 0.327, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.10s, расстояние: 0.267, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.10s, расстояние: 0.321, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.20s, расстояние: 0.308, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.20s, расстояние: 0.308, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.30s, расстояние: 0.335, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.30s, расстояние: 0.272, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.40s, расстояние: 0.345, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.40s, расстояние: 0.236, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.50s, расстояние: 0.346, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.50s, расстояние: 0.223, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.60s, расстояние: 0.346, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.60s, расстояние: 0.265, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.70s, расстояние: 0.343, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.70s, расстояние: 0.346, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.80s, расстояние: 0.330, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 109.80s, расстояние: 0.436, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 109.90s, расстояние: 0.300, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.00s, расстояние: 0.262, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.10s, расстояние: 0.231, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 4 и 8 в 110.10s, расстояние: 0.371, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.20s, расстояние: 0.223, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 4 и 8 в 110.20s, расстояние: 0.192, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.30s, расстояние: 0.240, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 4 и 8 в 110.30s, расстояние: 0.080, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.40s, расстояние: 0.269, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 4 и 8 в 110.40s, расстояние: 0.167, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.50s, расстояние: 0.294, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 4 и 8 в 110.50s, расстояние: 0.299, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.60s, расстояние: 0.309, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 110.60s, расстояние: 0.349, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 4 и 8 в 110.60s, расстояние: 0.412, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.70s, расстояние: 0.323, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 110.70s, расстояние: 0.178, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.80s, расстояние: 0.353, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 110.80s, расстояние: 0.114, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 110.90s, расстояние: 0.398, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 110.90s, расстояние: 0.235, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 111.00s, расстояние: 0.476, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 111.00s, расстояние: 0.347, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 111.10s, расстояние: 0.434, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 111.50s, расстояние: 0.456, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 111.60s, расстояние: 0.335, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 111.70s, расстояние: 0.218, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 111.80s, расстояние: 0.113, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 111.90s, расстояние: 0.137, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 112.00s, расстояние: 0.281, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 112.10s, расстояние: 0.448, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 112.10s, расстояние: 0.457, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 112.20s, расстояние: 0.350, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 112.30s, расстояние: 0.231, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 112.40s, расстояние: 0.102, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 112.50s, расстояние: 0.098, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 112.60s, расстояние: 0.240, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 7 в 112.70s, расстояние: 0.393, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 114.50s, расстояние: 0.407, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 114.60s, расстояние: 0.324, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 114.60s, расстояние: 0.403, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 114.70s, расстояние: 0.265, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 114.70s, расстояние: 0.320, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 114.80s, расстояние: 0.248, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 114.80s, расстояние: 0.262, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 114.90s, расстояние: 0.279, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 114.90s, расстояние: 0.228, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 115.00s, расстояние: 0.333, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 115.00s, расстояние: 0.218, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 115.10s, расстояние: 0.391, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 115.10s, расстояние: 0.217, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 115.20s, расстояние: 0.434, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 115.20s, расстояние: 0.225, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 115.30s, расстояние: 0.466, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 115.30s, расстояние: 0.242, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 5 в 115.40s, расстояние: 0.488, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 115.40s, расстояние: 0.275, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 115.50s, расстояние: 0.330, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 115.60s, расстояние: 0.397, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 3 и 4 в 115.70s, расстояние: 0.482, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 116.00s, расстояние: 0.498, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 116.10s, расстояние: 0.460, требуется: 0.500
